0.328,0.328,0.484,0.391,0.984,0.703,0.0472,0.15
0.359,0.234,0.203,0.0156,0.672,0.422,-0.0155,-0.104
0.734,0.578,0.984,0.234,0.484,0.109,0.263,0.389
0.547,0.703,0.516,0.297,0.859,0.266,0.456,0.435
0.297,0.359,0.0156,0.484,0.422,0.297,0.0731,0.221
0.422,0.734,0.734,0.0781,0.0781,0.0781,0.133,0.158
0.203,0.984,0.234,0.734,0.172,0.234,-0.16,-0.113
0.0469,0.172,0.422,0.609,0.547,0.797,-0.104,-0.742
0.109,0.797,0.0469,0.328,0.328,0.984,0.569,0.377
0.953,0.516,0.797,0.641,0.297,0.328,-0.323,-0.14
0.984,0.109,0.297,0.172,0.391,0.547,0.0399,0.266
0.0156,0.859,0.703,0.109,0.922,0.641,-0.0415,-0.114
0.172,0.0156,0.328,0.828,0.578,0.359,-0.0648,-1.35
0.891,0.266,0.859,0.203,0.797,0.609,0.0541,0.177
0.0781,0.547,0.547,0.984,0.0156,0.453,-0.0942,-0.351
0.703,0.422,0.141,0.703,0.891,0.516,0.0516,0.062
0.391,0.953,0.672,0.953,0.828,0.922,-0.367,-0.14
0.641,0.0469,0.766,0.516,0.234,0.672,-0.195,-0.642
0.234,0.297,0.609,0.141,0.203,0.484,0.0119,0.0965
0.516,0.453,0.391,0.578,0.359,0.0156,0.218,0.158
0.766,0.828,0.828,0.453,0.953,0.953,1.02,0.185
0.828,0.672,0.172,0.922,0.141,0.391,0.14,0.084
0.141,0.391,0.891,0.766,0.453,0.203,-0.552,-1.88
0.859,0.203,0.641,0.266,0.0469,0.172,0.171,0.503
0.453,0.609,0.266,0.797,0.641,0.859,-0.0708,-0.0504
0.922,0.922,0.0781,0.547,0.703,0.0469,1.45,0.226
0.609,0.891,0.953,0.891,0.266,0.578,-0.751,-0.159
0.484,0.484,0.578,0.672,0.109,0.828,-0.333,-0.321
0.672,0.0781,0.109,0.422,0.734,0.891,0.0923,0.46
0.797,0.141,0.359,0.859,0.766,0.141,0.0347,0.0958
0.578,0.766,0.453,0.0469,0.516,0.734,0.241,0.151
0.266,0.641,0.922,0.359,0.609,0.766,0.0212,0.0323
0.14,0.39,0.89,0.71,0.45,0.2,-0.543,-1.55
0.14,0.39,0.89,0.81,0.45,0.2,-0.56,-2.15
0.14,0.39,0.95,0.77,0.45,0.2,-0.609,-2.17
