0.273400009,0.882799983,0.789099991,0.945299983,0.460900009,0.648400009
0.898400009,0.0078,0.414099991,0.523400009,0.414099991,0.429699987
0.195299998,0.898400009,0.460900009,0.382800013,0.164100006,0.695299983
0.367199987,0.023399999,0.367199987,0.101599999,0.554700017,0.382800013
0.929700017,0.835900009,0.664099991,0.039099999,0.523400009,0.320300013
0.695299983,0.382800013,0.695299983,0.648400009,0.023399999,0.398400009
0.023399999,0.601599991,0.210899994,0.851599991,0.242200002,0.039099999
0.757799983,0.523400009,0.617200017,0.898400009,0.976599991,0.679700017
0.117200002,0.179700002,0.601599991,0.117200002,0.039099999,0.789099991
0.492199987,0.117200002,0.429699987,0.164100006,0.835900009,0.898400009
0.101599999,0.695299983,0.539099991,0.679700017,0.742200017,0.914099991
0.414099991,0.507799983,0.195299998,0.054699998,0.726599991,0.101599999
0.867200017,0.726599991,0.273400009,0.742200017,0.898400009,0.757799983
0.460900009,0.445300013,0.632799983,0.710900009,0.476599991,0.664099991
0.039099999,0.335900009,0.992200017,0.492199987,0.867200017,0.335900009
0.085900001,0.929700017,0.320300013,0.867200017,0.0078,0.492199987
0.0078,0.320300013,0.148399994,0.914099991,0.101599999,0.460900009
0.257800013,0.273400009,0.289099991,0.507799983,0.085900001,0.929700017
0.632799983,0.632799983,0.398400009,0.304699987,0.914099991,0.523400009
0.226600006,0.914099991,0.960900009,0.335900009,0.804700017,0.585900009
0.398400009,0.132799998,0.570299983,0.0078,0.945299983,0.148399994
0.507799983,0.539099991,0.882799983,0.476599991,0.429699987,0.960900009
0.617200017,0.804700017,0.351599991,0.976599991,0.054699998,0.054699998
0.804700017,0.492199987,0.117200002,0.070299998,0.617200017,0.617200017
0.789099991,0.976599991,0.132799998,0.570299983,0.210899994,0.867200017
0.539099991,0.679700017,0.0078,0.179700002,0.445300013,0.367199987
0.242200002,0.289099991,0.101599999,0.289099991,0.710900009,0.804700017
0.148399994,0.867200017,0.054699998,0.554700017,0.929700017,0.992200017
0.132799998,0.585900009,0.945299983,0.632799983,0.226600006,0.414099991
0.976599991,0.429699987,0.242200002,0.539099991,0.320300013,0.539099991
0.554700017,0.757799983,0.742200017,0.429699987,0.148399994,0.179700002
0.679700017,0.960900009,0.851599991,0.460900009,0.585900009,0.507799983
0.914099991,0.164100006,0.492199987,0.835900009,0.132799998,0.726599991
0.992200017,0.742200017,0.804700017,0.195299998,0.570299983,0.0078
0.289099991,0.210899994,0.382800013,0.664099991,0.960900009,0.632799983
0.742200017,0.710900009,0.070299998,0.601599991,0.304699987,0.023399999
0.523400009,0.789099991,0.023399999,0.320300013,0.882799983,0.820299983
0.773400009,0.414099991,0.976599991,0.882799983,0.664099991,0.304699987
0.054699998,0.195299998,0.335900009,0.695299983,0.289099991,0.851599991
0.835900009,0.820299983,0.523400009,0.367199987,0.179700002,0.976599991
0.476599991,0.664099991,0.476599991,0.210899994,0.632799983,0.117200002
0.601599991,0.257800013,0.914099991,0.023399999,0.257800013,0.773400009
0.710900009,0.992200017,0.257800013,0.757799983,0.773400009,0.273400009
0.726599991,0.070299998,0.164100006,0.726599991,0.539099991,0.835900009
0.382800013,0.570299983,0.835900009,0.242200002,0.070299998,0.882799983
0.164100006,0.101599999,0.304699987,0.960900009,0.601599991,0.085900001
0.945299983,0.367199987,0.648400009,0.148399994,0.335900009,0.226600006
0.882799983,0.460900009,0.679700017,0.351599991,0.507799983,0.945299983
0.851599991,0.085900001,0.710900009,0.273400009,0.695299983,0.554700017
0.351599991,0.476599991,0.507799983,0.992200017,0.195299998,0.445300013
0.445300013,0.851599991,0.179700002,0.398400009,0.398400009,0.570299983
0.429699987,0.054699998,0.757799983,0.617200017,0.367199987,0.476599991
0.664099991,0.554700017,0.726599991,0.929700017,0.492199987,0.132799998
0.335900009,0.617200017,0.585900009,0.789099991,0.851599991,0.195299998
0.320300013,0.648400009,0.039099999,0.804700017,0.382800013,0.351599991
0.070299998,0.304699987,0.820299983,0.226600006,0.117200002,0.289099991
0.960900009,0.242200002,0.867200017,0.585900009,0.648400009,0.742200017
0.585900009,0.226600006,0.554700017,0.773400009,0.273400009,0.210899994
0.210899994,0.351599991,0.773400009,0.085900001,0.789099991,0.710900009
0.648400009,0.039099999,0.898400009,0.820299983,0.820299983,0.601599991
0.820299983,0.398400009,0.445300013,0.414099991,0.757799983,0.242200002
0.179700002,0.945299983,0.085900001,0.257800013,0.679700017,0.257800013
0.570299983,0.773400009,0.929700017,0.445300013,0.992200017,0.164100006
0.304699987,0.148399994,0.226600006,0.132799998,0.351599991,0.070299998
0.99000001,0.680000007,0.800000012,0.540000021,0.569999993,0.01
0.99000001,0.300000012,0.819999993,0.200000003,0.569999993,0.01
0.99000001,0.74000001,0.800000012,0.200000003,0.209999993,0.01
0.99000001,0.74000001,0.800000012,0.25999999,0.569999993,0.01
0.819999993,0.74000001,0.800000012,0.180000007,0.569999993,0.01
0.99000001,0.680000007,0.800000012,0.200000003,0.569999993,0.01
0.99000001,0.980000019,0.800000012,0.200000003,0.569999993,0.01
0.340000004,0.620000005,0.589999974,0.790000021,0.850000024,0.709999979
0.949999988,0.819999993,0.519999981,0.370000005,0.180000007,0.980000019
0.819999993,0.74000001,0.800000012,0.200000003,0.569999993,0.01
0.980000019,0.74000001,0.800000012,0.200000003,0.569999993,0.109999999
0.400000006,0.74000001,0.800000012,0.200000003,0.569999993,0.01
0.99000001,0.74000001,0.75,0.200000003,0.569999993,0.01
0.99000001,0.74000001,0.800000012,0.200000003,0.349999994,0.01
0.99000001,0.430000007,0.800000012,0.200000003,0.569999993,0.01
0.99000001,0.74000001,0.800000012,0.200000003,0.319999993,0.01
0.99000001,0.74000001,0.800000012,0.540000021,0.569999993,0.01
0.99000001,0.810000002,0.800000012,0.540000021,0.569999993,0.01
0.99000001,0.119999997,0.800000012,0.200000003,0.349999994,0.189999998
0.980000019,0.680000007,0.800000012,0.25999999,0.569999993,0.109999999
0.99000001,0.74000001,0.829999983,0.379999995,0.569999993,0.01
0.99000001,0.74000001,0.800000012,0.540000021,0.479999989,0.01
0.99000001,0.74000001,0.959999979,0.540000021,0.569999993,0.01
0.980000019,0.680000007,0.800000012,0.200000003,0.209999993,0.109999999
0.99000001,0.74000001,0.800000012,0.540000021,0.569999993,0.109999999
0.540000021,0.680000007,0.800000012,0.200000003,0.569999993,0.119999997
0.99000001,0.74000001,0.720000029,0.540000021,0.569999993,0.01
0.980000019,0.850000024,0.800000012,0.540000021,0.569999993,0.01
0.99000001,0.74000001,0.829999983,0.349999994,0.569999993,0.01
0.99000001,0.680000007,0.800000012,0.540000021,0.569999993,0.460000008
0.99000001,0.119999997,0.800000012,0.200000003,0.569999993,0.109999999
0.99000001,0.119999997,0.800000012,0.540000021,0.569999993,0.109999999
0.99000001,0.680000007,0.829999983,0.349999994,0.569999993,0.01
0.159999996,0.74000001,0.829999983,0.349999994,0.569999993,0.119999997
0.930000007,0.680000007,0.709999979,0.349999994,0.569999993,0.01
0.930000007,0.680000007,0.829999983,0.349999994,0.569999993,0.25999999
0.159999996,0.74000001,0.829999983,0.349999994,0.600000024,0.01
0.910000026,0.74000001,0.829999983,0.180000007,0.569999993,0.01
0.930000007,0.680000007,0.800000012,0.200000003,0.209999993,0.07
0.930000007,0.769999981,0.800000012,0.200000003,0.569999993,0.109999999
0.910000026,0.74000001,0.829999983,0.200000003,0.569999993,0.01
0.930000007,0.680000007,0.829999983,0.200000003,0.569999993,0.109999999
0.159999996,0.74000001,0.829999983,0.349999994,0.569999993,0.109999999
0.930000007,0.680000007,0.800000012,0.200000003,0.349999994,0.100000001
0.99000001,0.689999998,0.829999983,0.349999994,0.569999993,0.109999999
0.910000026,0.680000007,0.800000012,0.200000003,0.569999993,0.01
0.25999999,0.74000001,0.829999983,0.349999994,0.569999993,0.01
0.99000001,0.680000007,0.829999983,0.349999994,0.569999993,0.109999999
0.769999981,0.769999981,0.800000012,0.200000003,0.569999993,0.109999999
0.819999993,0.74000001,0.829999983,0.200000003,0.569999993,0.01
0.99000001,0.689999998,0.870000005,0.349999994,0.569999993,0.109999999
0.99000001,0.829999983,0.870000005,0.349999994,0.569999993,0.109999999
0.159999996,0.100000001,0.300000012,0.959999979,0.600000024,0.100000001
0.180000007,0.689999998,0.090000004,0.25999999,0.680000007,0.25999999
0.159999996,0.100000001,0.300000012,0.959999979,0.569999993,0.090000004
0.159999996,0.100000001,0.230000004,0.959999979,0.600000024,0.090000004
0.930000007,0.689999998,0.829999983,0.349999994,0.569999993,0.109999999
0.99000001,0.100000001,0.829999983,0.349999994,0.569999993,0.109999999
0.159999996,0.100000001,0.300000012,0.790000021,0.600000024,0.090000004
0.99000001,0.689999998,0.709999979,0.349999994,0.569999993,0.109999999
0.99000001,0.689999998,0.829999983,0.219999999,0.569999993,0.109999999
0.99000001,0.689999998,0.829999983,0.349999994,0.529999971,0.109999999
0.99000001,0.689999998,0.829999983,0.349999994,0.600000024,0.109999999
0.99000001,0.689999998,0.829999983,0.540000021,0.569999993,0.109999999
0.180000007,0.689999998,0.090000004,0.300000012,0.680000007,0.25999999
0.180000007,0.50999999,0.090000004,0.25999999,0.680000007,0.25999999
0.180000007,0.689999998,0.01,0.25,0.680000007,0.25999999
0.180000007,0.689999998,0.090000004,0.25999999,0.600000024,0.25999999
0.180000007,0.50999999,0.090000004,0.25,0.680000007,0.25999999
