-0.515,-1.64,,,,,,,,,,,,
-0.575,-1.9,,,,,,,,,,,,
-0.572,-1.9,,,,,,,,,,,,
-0.627,-2.29,,,,,,,,,,,,
-0.505,-0.982,,,,,,,,,,,,
-0.576,-1.99,,,,,,,,,,,,
-0.56,-2.42,,,,,,,,,,,,
-0.556,-2.41,,,,,,,,,,,,
-0.525,-1.3,,,,,,,,,,,,
-0.477,-1.45,,,,,,,,,,,,
-0.571,-2.04,,,,,,,,,,,,
-0.561,-1.99,,,,,,,,,,,,
-0.57,-1.56,,,,,,,,,,,,
-0.637,-2.1,,,,,,,,,,,,
-0.413,-2.23,,,,,,,,,,,,
-0.567,-2.07,,,,,,,,,,,,
-0.533,-2.92,,,,,,,,,,,,
-0.524,-1.99,,,,,,,,,,,,
-0.515,-1.9,,,,,,,,,,,,
-0.567,-2.73,,,,,,,,,,,,
-0.548,-2.17,,,,,,,,,,,,
-0.519,-1.36,,,,,,,,,,,,
-0.574,-1.95,,,,,,,,,,,,
-0.675,-1.71,,,,,,,,,,,,
-0.557,-2.28,,,,,,,,,,,,
-0.558,-2.47,,,,,,,,,,,,
-0.473,-0.973,,,,,,,,,,,,
-0.513,-2.08,,,,,,,,,,,,
-0.591,-1.75,,,,,,,,,,,,
-0.581,-2.77,,,,,,,,,,,,
-0.548,-1.78,,,,,,,,,,,,
-0.566,-1.24,,,,,,,,,,,,
-0.582,-1.98,,,,,,,,,,,,
-0.527,-2.24,,,,,,,,,,,,
-0.561,-1.79,,,,,,,,,,,,
-0.581,-2.68,,,,,,,,,,,,
-0.599,-2.14,,,,,,,,,,,,
-0.553,-1.84,,,,,,,,,,,,
-0.609,-2.19,,,,,,,,,,,,
-0.61,-1.42,,,,,,,,,,,,
-0.4,-2.04,,,,,,,,,,,,
-0.567,-2.01,,,,,,,,,,,,
-0.547,-2.37,,,,,,,,,,,,
-0.582,-2.3,,,,,,,,,,,,
-0.587,-2.35,,,,,,,,,,,,
-0.608,-2.5,,,,,,,,,,,,
-0.531,-2.2,,,,,,,,,,,,
-0.518,-2.19,,,,,,,,,,,,
-0.591,-2.94,,,,,,,,,,,,
-0.56,-2.26,,,,,,,,,,,,
-0.551,-2.42,,,,,,,,,,,,
-0.562,-2.36,,,,,,,,,,,,
-0.577,-2.28,,,,,,,,,,,,
-0.55,-1.76,,,,,,,,,,,,
-0.564,-2.21,,,,,,,,,,,,
-0.592,-3.13,,,,,,,,,,,,
-0.577,-1.85,,,,,,,,,,,,
-0.612,-3.21,,,,,,,,,,,,
-0.129,-0.648,,,,,,,,,,,,
-0.557,-1.99,,,,,,,,,,,,
-0.525,-2.06,,,,,,,,,,,,
-0.532,-2.23,,,,,,,,,,,,
-0.49,-1.63,,,,,,,,,,,,
0.299,0.806,,,,,,,,,,,,
0.358,0.913,,,,,,,,,,,,
0.305,0.855,,,,,,,,,,,,
0.0316,0.177,,,,,,,,,,,,
0.0987,0.339,,,,,,,,,,,,
0.19,0.65,,,,,,,,,,,,
0.0864,0.259,,,,,,,,,,,,
0.205,0.585,,,,,,,,,,,,
0.14,0.411,,,,,,,,,,,,
0.718,0.746,,,,,,,,,,,,
-0.343,-0.358,,,,,,,,,,,,
-0.0053,-0.054,,,,,,,,,,,,
-0.52,-1.85,,,,,,,,,,,,
-0.58,-2.77,,,,,,,,,,,,
-0.573,-1.94,,,,,,,,,,,,
-0.524,-1.9,,,,,,,,,,,,
-0.53,-2.3,,,,,,,,,,,,
-0.568,-2.58,,,,,,,,,,,,
-0.559,-2.43,,,,,,,,,,,,
-0.533,-2.09,,,,,,,,,,,,
-0.494,-1.59,,,,,,,,,,,,
-0.558,-2.42,,,,,,,,,,,,
-0.53,-2,,,,,,,,,,,,
-0.537,-1.36,,,,,,,,,,,,
-0.498,-1.72,,,,,,,,,,,,
-0.535,-1.33,,,,,,,,,,,,
-0.503,-2.08,,,,,,,,,,,,
-0.567,-2.03,,,,,,,,,,,,
2.39,0.347,,,,,,,,,,,,
-0.6,-3.26,,,,,,,,,,,,
-0.587,-2.89,,,,,,,,,,,,
-0.537,-1.98,,,,,,,,,,,,
-0.546,-2.27,,,,,,,,,,,,
-0.558,-2.33,,,,,,,,,,,,
-0.539,-2.32,,,,,,,,,,,,
-0.47,-1.41,,,,,,,,,,,,
-0.575,-2.98,,,,,,,,,,,,
-0.488,-1.98,,,,,,,,,,,,
-0.549,-2.38,,,,,,,,,,,,
-0.607,-3.1,,,,,,,,,,,,
-0.616,-1.99,,,,,,,,,,,,
-0.598,-3,,,,,,,,,,,,
-0.579,-2.11,,,,,,,,,,,,
-0.632,-2.11,,,,,,,,,,,,
-0.556,-2.41,,,,,,,,,,,,
-0.577,-2.66,,,,,,,,,,,,
-0.561,-2.15,,,,,,,,,,,,
-0.573,-2.07,,,,,,,,,,,,
-0.616,-2.96,,,,,,,,,,,,
-0.602,-3.19,,,,,,,,,,,,
-0.534,-2.61,,,,,,,,,,,,
-0.511,-2.04,,,,,,,,,,,,
-0.572,-2.18,,,,,,,,,,,,
-0.554,-2.34,,,,,,,,,,,,
-0.564,-2.15,,,,,,,,,,,,
-0.619,-3.47,,,,,,,,,,,,
-0.514,-1.99,,,,,,,,,,,,
-0.615,-1.38,,,,,,,,,,,,
-0.559,-2.45,,,,,,,,,,,,
-0.587,-1.49,,,,,,,,,,,,
-0.554,-2.86,,,,,,,,,,,,
-0.568,-2.52,,,,,,,,,,,,
-0.532,-1.46,,,,,,,,,,,,
-0.521,-2.97,,,,,,,,,,,,
-0.539,-1.49,,,,,,,,,,,,
-0.454,-1.95,,,,,,,,,,,,
0.217,0.605,,,,,,,,,,,,
0.303,0.808,,,,,,,,,,,,
0.309,0.864,,,,,,,,,,,,
-0.557,-1.87,,,,,,,,,,,,
-0.561,-1.61,,,,,,,,,,,,
0.143,0.658,,,,,,,,,,,,
0.172,0.509,,,,,,,,,,,,
-0.517,-1.2,,,,,,,,,,,,
0.32,0.823,,,,,,,,,,,,
0.348,0.847,,,,,,,,,,,,
0.3,0.79,,,,,,,,,,,,
-0.575,-3.02,,,,,,,,,,,,
-0.581,-2.83,,,,,,,,,,,,
-0.578,-2.64,,,,,,,,,,,,
-0.578,-2.6,,,,,,,,,,,,
-0.39,-1.61,,,,,,,,,,,,
-0.563,-3.17,,,,,,,,,,,,
-0.389,-1.73,,,,,,,,,,,,
-0.561,-2.4,,,,,,,,,,,,
-0.622,-3.59,,,,,,,,,,,,
-0.62,-2.43,,,,,,,,,,,,
-0.55,-2,,,,,,,,,,,,
-0.547,-1.87,,,,,,,,,,,,
-0.616,-2.85,,,,,,,,,,,,
-0.573,-2.39,,,,,,,,,,,,
-0.617,-3.11,,,,,,,,,,,,
-0.564,-3,,,,,,,,,,,,
-0.498,-1.79,,,,,,,,,,,,
0.0282,0.223,,,,,,,,,,,,
-0.0923,-0.0914,,,,,,,,,,,,
-0.451,-5.16,,,,,,,,,,,,
-0.128,-0.373,,,,,,,,,,,,
-0.433,-1.8,,,,,,,,,,,,
-0.492,-1.87,,,,,,,,,,,,
-0.484,-1.82,,,,,,,,,,,,
-0.422,-1.65,,,,,,,,,,,,
-0.499,-1.57,,,,,,,,,,,,
-0.46,-1.68,,,,,,,,,,,,
0.0678,0.0805,,,,,,,,,,,,
-0.523,-3.29,,,,,,,,,,,,
0.092,0.31,,,,,,,,,,,,
-0.547,-2.37,,,,,,,,,,,,
-0.511,-2.13,,,,,,,,,,,,
-0.422,-0.298,,,,,,,,,,,,
-0.11,-0.15,,,,,,,,,,,,
-0.548,-1.67,,,,,,,,,,,,
0.128,0.294,,,,,,,,,,,,
-0.48,-1.81,,,,,,,,,,,,
-0.548,-1.78,,,,,,,,,,,,
-0.0548,-0.0831,,,,,,,,,,,,
0.0867,0.411,,,,,,,,,,,,
-0.549,-2.21,,,,,,,,,,,,
-0.0619,-0.304,,,,,,,,,,,,
0.173,0.536,,,,,,,,,,,,
-0.436,-2.35,,,,,,,,,,,,
-0.123,-1.6,,,,,,,,,,,,
-0.477,-1.9,,,,,,,,,,,,
0.0554,0.351,,,,,,,,,,,,
0.0586,0.293,,,,,,,,,,,,
0.0549,0.182,,,,,,,,,,,,
-0.557,-2.71,,,,,,,,,,,,
-0.604,-0.538,,,,,,,,,,,,
-0.48,-1.64,,,,,,,,,,,,
-0.62,-1.78,,,,,,,,,,,,
-0.49,-1.56,,,,,,,,,,,,
-0.669,-0.821,,,,,,,,,,,,
-0.589,-1.8,,,,,,,,,,,,
-0.572,-1.34,,,,,,,,,,,,
-0.546,-2.25,,,,,,,,,,,,
-0.604,-0.642,,,,,,,,,,,,
-0.488,-1.48,,,,,,,,,,,,
-0.537,-1.58,,,,,,,,,,,,
-0.582,-1.89,,,,,,,,,,,,
-0.345,-0.616,,,,,,,,,,,,
1.55,0.483,,,,,,,,,,,,
-0.599,-2.7,,,,,,,,,,,,
-0.572,-2.56,,,,,,,,,,,,
-0.546,-1.77,,,,,,,,,,,,
-0.598,-2.56,,,,,,,,,,,,
-0.615,-3.12,,,,,,,,,,,,
-0.593,-1.86,,,,,,,,,,,,
-0.607,-1.56,,,,,,,,,,,,
-0.583,-3.75,,,,,,,,,,,,
-0.64,-3.11,,,,,,,,,,,,
-0.602,-1.6,,,,,,,,,,,,
-0.562,-1.4,,,,,,,,,,,,
-0.574,-2.36,,,,,,,,,,,,
-0.591,-3.09,,,,,,,,,,,,
-0.571,-1.38,,,,,,,,,,,,
-0.606,-2.38,,,,,,,,,,,,
-0.59,-2.12,,,,,,,,,,,,
-0.595,-3.26,,,,,,,,,,,,
-0.592,-1.64,,,,,,,,,,,,
-0.612,-2.7,,,,,,,,,,,,
-0.608,-1.68,,,,,,,,,,,,
-0.628,-2.16,,,,,,,,,,,,
-0.62,-1.81,,,,,,,,,,,,
-0.44,-1.82,,,,,,,,,,,,
-0.638,-1.54,,,,,,,,,,,,
-0.546,-2.09,,,,,,,,,,,,
-0.444,-1.84,,,,,,,,,,,,
-0.648,-1.99,,,,,,,,,,,,
-0.549,-2.45,,,,,,,,,,,,
-0.629,-2.83,,,,,,,,,,,,
-0.596,-2.76,,,,,,,,,,,,
-0.622,-1.77,,,,,,,,,,,,
-0.623,-2.19,,,,,,,,,,,,
