0,1,2,3,4,5
0.1,0.0,5.0,0.0,0.0,0.0
0.11666666666666667,0.0,5.0,0.0,0.0,0.0
0.13333333333333333,0.0,5.0,0.0,0.0,0.0
0.15000000000000002,0.0,5.0,0.0,0.0,0.0
0.16666666666666669,0.0,5.0,0.0,0.0,0.0
0.18333333333333335,0.0,5.0,0.0,0.0,0.0
0.2,0.0,5.0,0.0,0.0,0.0
0.21666666666666667,0.0,5.0,0.0,0.0,0.0
0.23333333333333334,0.0,5.0,0.0,0.0,0.0
0.25,0.0,5.0,0.0,0.0,0.0
0.1,0.0,8.88888888888889,0.0,0.0,0.0
0.11666666666666667,0.0,8.88888888888889,0.0,0.0,0.0
0.13333333333333333,0.0,8.88888888888889,0.0,0.0,0.0
0.15000000000000002,0.0,8.88888888888889,0.0,0.0,0.0
0.16666666666666669,0.0,8.88888888888889,0.0,0.0,0.0
0.18333333333333335,0.0,8.88888888888889,0.0,0.0,0.0
0.2,0.0,8.88888888888889,0.0,0.0,0.0
0.21666666666666667,0.0,8.88888888888889,0.0,0.0,0.0
0.23333333333333334,0.0,8.88888888888889,0.0,0.0,0.0
0.25,0.0,8.88888888888889,0.0,0.0,0.0
0.1,0.0,12.777777777777779,0.0,0.0,0.0
0.11666666666666667,0.0,12.777777777777779,0.0,0.0,0.0
0.13333333333333333,0.0,12.777777777777779,0.0,0.0,0.0
0.15000000000000002,0.0,12.777777777777779,0.0,0.0,0.0
0.16666666666666669,0.0,12.777777777777779,0.0,0.0,0.0
0.18333333333333335,0.0,12.777777777777779,0.0,0.0,0.0
0.2,0.0,12.777777777777779,0.0,0.0,0.0
0.21666666666666667,0.0,12.777777777777779,0.0,0.0,0.0
0.23333333333333334,0.0,12.777777777777779,0.0,0.0,0.0
0.25,0.0,12.777777777777779,0.0,0.0,0.0
0.1,0.0,16.666666666666664,0.0,0.0,0.0
0.11666666666666667,0.0,16.666666666666664,0.0,0.0,0.0
0.13333333333333333,0.0,16.666666666666664,0.0,0.0,0.0
0.15000000000000002,0.0,16.666666666666664,0.0,0.0,0.0
0.16666666666666669,0.0,16.666666666666664,0.0,0.0,0.0
