exploitation,exploration
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-1.4268539444187088e-39,1.43483153657611e-39
-6.404627367912836e-30,6.452213636183276e-30
-6.404627367912836e-30,6.452213636183276e-30
-1.2691149410652672e-20,1.2829475173262993e-20
-1.2691149410652672e-20,1.2829475173262993e-20
-5.012322759333243e-16,5.083362883223869e-16
-9.267519390787626e-11,9.462140793115026e-11
-9.267519390787626e-11,9.462140793115026e-11
-9.267519390787626e-11,9.462140793115026e-11
-7.312031868877966e-08,7.5257034382048e-08
-2.516972699595499e-06,2.6098723537870683e-06
-5.912795131735038e-06,6.145861334516667e-06
-6.589773178100586,329592.75
-7.5653076171875,606278.375
-10.35245418548584,1787652.875
-11.543961524963379,2795521.0
-11.756857872009277,2806254.75
-12.452157020568848,3133607.25
-12.452157020568848,3133607.25
-14.703930854797363,3462991.0
-16.41316795349121,3480736.5
-16.82850456237793,3492234.75
-17.501758575439453,3508664.0
-17.773252487182617,3520249.75
-18.4815731048584,3521259.75
-18.4815731048584,3521259.75
-18.491701126098633,3525991.5
-18.491701126098633,3525991.5
-18.7032413482666,3527255.5
-18.909212112426758,3528584.75
-18.909212112426758,3528584.75
-19.108139038085938,3528901.0
-19.17575454711914,3529062.25
-19.216632843017578,3529111.25
-19.232404708862305,3529152.75
-19.232404708862305,3529152.75
-19.276071548461914,3529168.75
-19.277679443359375,3529176.25
-19.291250228881836,3529186.0
-19.294612884521484,3529187.25
-19.295997619628906,3529189.25
-19.302906036376953,3529190.0
-19.308483123779297,3529190.75
-19.30873680114746,3529192.0
-19.315187454223633,3529192.25
-19.3177433013916,3529192.75
-19.319738388061523,3529193.0
